id,name,name_jp,category,region,station,hours_confidence,reason,reason_detail,hours_raw_count,business_hours_key_count,closed_on_note,tabelog_url
ChIJ10tnW_ZJGmARBthVRNc8rwM,Sabai Deal,サバーイ・ディール,Asian Ethnic,EAST,静岡市葵区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Please note that cash is the only accepted payment method during lunch hours.,https://tabelog.com/shizuoka/A2201/A220101/22000848/
ChIJV9lktmVmA2ARY1xrq_FlYq8,Saunsunda Hiroko,サウンスンダ Hiroko,Asian Ethnic,EAST,長久手市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, Tuesdays, and occasional irregular holidays (Please check our Facebook or contact us in advance for any changes to the holiday schedule.)",https://tabelog.com/aichi/A2303/A230302/23063380/
ChIJw8LqgY4CTjURG0PKGjpL_tQ,Takokuseki Shokudo Sabi to Susu,多国籍食堂 錆と煤,Asian Ethnic,WEST,南国市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/kochi/A3901/A390102/39006430/
ChIJPa522rnnAGARgPq5w_NwFrw,Tenta,天太,Asian Ethnic,WEST,大阪市北区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed.,https://tabelog.com/osaka/A2701/A270101/27113322/
ChIJDwo8_IwZRzUR42lzme62pj4,Tom Yum Kung.,トムヤムクン。,Asian Ethnic,WEST,別府市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/oita/A4402/A440202/44005660/
ChIJX0R9rOWLGGARooGzVeiqb2Q,Bigo no Mise Tokyo Honten,ビゴの店 東京本店,Bakery,TOKYO,銀座駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1301/A130101/13002489/
ChIJxYL2Ir7mAGAR8JHpbt97-NQ,Boulanger S.KAGAWA,ブーランジェ エス・カガワ,Bakery,WEST,中崎町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays to Fridays,https://tabelog.com/osaka/A2701/A270101/27059555/
ChIJp69FyIL0GGARnU7rNBGP3uo,Boulangerie Paris no Sora no Shita,ブランジュリー パリの空の下,Bakery,TOKYO,若林駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"Monday, Friday, Saturday, Sunday",https://tabelog.com/tokyo/A1317/A131709/13100024/
ChIJE_FvVRwIAWAR8Mhhx-cJwes,Briant Kitayama Honten,ブリアン 北山本店,Bakery,WEST,北山駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays (Open on holidays with a substitute day off the following day) (Occasional irregular closures every other week),https://tabelog.com/kyoto/A2601/A260503/26004348/
ChIJ-yzzPfyLGGARzIKPU9c7GQ0,CARA AURELIA Daimaru Tokyo Ten,カーラ・アウレリア 大丸東京店,Bakery,TOKYO,東京駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,In accordance with Daimaru Tokyo's schedule,https://tabelog.com/tokyo/A1302/A130201/13044993/
ChIJ7Vx9LZvmAGARqgHu0u8AwKI,Cante Grande Bakery,カンテ・グランデ ベーカリー,Bakery,WEST,中津（阪急）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/osaka/A2701/A270101/27005149/
ChIJC5scFy3QAGARQNjcK1BTqMw,Fournier,パン工房 フルニエ,Bakery,WEST,和泉市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/osaka/A2705/A270502/27016975/
ChIJC3NhSgDtGGARMk3LRPYtfAE,Ginyu Shijin,吟遊詩人,Bakery,TOKYO,荻窪駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1319/A131906/13042194/
ChIJS1b_C8TmAGAR6eKm-lIY-L0,Happy Camper Bagel,ハッピーキャンパーベーグル,Bakery,WEST,扇町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/osaka/A2701/A270103/27071749/
ChIJUzUfnGjzGGARDbou-BCVUvg,KAISO,カイソ,Bakery,TOKYO,世田谷代田駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Please note that the restaurant is scheduled to close on August 18, due to building demolition.",https://tabelog.com/tokyo/A1318/A131812/13129587/
ChIJyUXZrIaNGGARF7gdiZWfqLQ,Kin Mugi,金麦,Bakery,TOKYO,白金台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays,https://tabelog.com/tokyo/A1316/A131602/13005477/
ChIJUQDMNZ0pC18RcQCnoLe262U,Pan Kichi,ぱん吉,Bakery,EAST,札幌（ＪＲ）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/hokkaido/A0101/A010101/1001468/
ChIJZbuT0t-MGGARS_bn7dGku_Q,Pan Ya no Donsuke,パン家のどん助,Bakery,TOKYO,東新宿駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, Tuesdays, and Sundays",https://tabelog.com/tokyo/A1304/A130401/13020179/
ChIJe-U_oViLGGAR0QHHi7-4Upk,Pan au Sourire,パン・オ・スリール,Bakery,TOKYO,渋谷駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Every Sunday and Monday,https://tabelog.com/tokyo/A1306/A130602/13147336/
ChIJTwTO6PmKGGARAqyYmNvtQFU,Panetteria ARIETTA Gotanda Honten,パネッテリア・アリエッタ 五反田本店,Bakery,TOKYO,五反田駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,,https://tabelog.com/tokyo/A1316/A131603/13019888/
ChIJDeHJjZHmAGARw-KBciEYt0c,ROUTE271 Umeda Honten,ROUTE271 梅田本店,Bakery,WEST,大阪梅田（阪急）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed (please check our website for updates),https://tabelog.com/osaka/A2701/A270101/27087157/
ChIJ3Q8TE2nyGGARJHJcQK52NBI,SONKA,SONKA,Bakery,TOKYO,南阿佐ケ谷駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays and Sundays,https://tabelog.com/tokyo/A1319/A131905/13174215/
ChIJXfHuZFqKGGARVOxTgPIlHPY,breadworks Ekyuto Higashishinagawa Ten,breadworks エキュート品川,Bakery,TOKYO,品川駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1314/A131403/13155677/
ChIJx11vd43mAGARzVfR4jeDNzQ,de tout Painduce Ekimarushie Oosaka Ten,デ・トゥット・パンデュース エキマルシェ大阪店,Bakery,WEST,大阪梅田（阪神）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/osaka/A2701/A270101/27068845/
ChIJVVUVGh5dGGARJe-Ek3YHa4I,ecomo Bakery YOKOHAMA MOTOMACHI,エコモ ベーカリー ヨコハマ モトマチ,Bakery,EAST,元町・中華街駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays (Tuesdays if Monday is a public holiday),https://tabelog.com/kanagawa/A1401/A140105/14059688/
ChIJCT7FNFEPAWARmjCxg4zEugU,eight,eight,Bakery,WEST,藤森駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/kyoto/A2601/A260601/26018675/
ChIJjWFvgdIHAWAR6xg-OoYtzj4,panscape Nijo Ekimae Ten,パンスケープ 二条駅前店,Bakery,WEST,二条駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Tuesdays and Wednesdays,https://tabelog.com/kyoto/A2601/A260203/26017091/
ChIJczQIyOuLGGARK0zgjllIt_0,Bar P.M.9,Bar P.M.9,Bar,バー 百名店,新橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and public holidays,https://tabelog.com/tokyo/A1301/A130103/13122052/
ChIJq-7HB74IAWARd3WH2Xs6saI,Bar Rocking chair,ロッキングチェア,Bar,バー 百名店,京都河原町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays,https://tabelog.com/kyoto/A2601/A260201/26007698/
ChIJP3k_RPCOAGARPJn2eMktQtQ,CAFE KESHiPEARL,カフェ ケシパール,Cafe,WEST,神戸三宮（阪神）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"None. For more information, please visit our website.",https://tabelog.com/hyogo/A2801/A280101/28029699/
ChIJO975-FUHAWARcu9g66Ayg9U,Kew,Kew,Cafe,WEST,龍安寺駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, Tuesdays, and Fridays",https://tabelog.com/kyoto/A2601/A260402/26032124/
ChIJAzzg9N3mAGARH2ZW0c4HEXs,MOTO COFFEE,モトコーヒー,Cafe,WEST,北浜駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/osaka/A2701/A270102/27049833/
ChIJ0Wop7pMIAWARCxLys3KT8V0,SUGITORA,SUGITORA,Cafe,WEST,京都河原町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays and every other Wednesday,https://tabelog.com/kyoto/A2601/A260201/26028747/
ChIJGeYlX_mLGGARCmwmJviEmT4,THE LOBBY LOUNGE,ザ・ロビーラウンジ,Cafe,EAST,東京駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1302/A130201/13072553/
ChIJQ3Rm0xeLGGARutvQGyIKdEU,The Lobby Lounge & Bar,ザ・ロビーラウンジ＆バー,Cafe,EAST,六本木駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1307/A130701/13037931/
ChIJEWLuvHiLGGARcmdxwqh7rCU,The Ritz Carlton Cafe & Deli,ザ・リッツ・カールトン カフェ＆デリ,Cafe,EAST,六本木駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1307/A130701/13037995/
ChIJJcBJG_zmAGAR67orXVsA5QM,cocoo cafe,cocoo cafe,Cafe,WEST,本町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,3,Not fixed,https://tabelog.com/osaka/A2701/A270106/27031667/
ChIJnZSdPBq3WjUR1KOKaxyIhG0,AKAI,AKAI,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,廿日市市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Thursdays and Fridays,https://tabelog.com/hiroshima/A3402/A340205/34025803/
ChIJWYp8Q7yLGGARD7e3dmFtIqA,Ao,蒼,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,六本木駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays and Thursdays,https://tabelog.com/tokyo/A1307/A130701/13243463/
ChIJVVXZO6OEImARZgKgocFdgRo,Bengal Tiger,ベンガルタイガー,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,千葉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/chiba/A1201/A120101/12043752/
ChIJHU98fXiLGGARE7_ohds-YHs,Bia,美会,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,乃木坂駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Second session starts at 20:30,https://tabelog.com/tokyo/A1307/A130701/13270211/
ChIJ_Qw_QQCNGGARIqcxkPIzWbI,CHIUnE,CHIUnE,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,永田町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/tokyo/A1308/A130801/13295095/
ChIJU8O-z07zGGAR4M_3Lx3xS4s,Celaravird,セララバアド,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,代々木上原駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Mondays,https://tabelog.com/tokyo/A1318/A131811/13176914/
ChIJVbkwuSP0GGARKLvKEUN8y_w,Gatagata Ya,潟潟ヤ,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,高津駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, Wednesdays, public holidays, and occasional temporary closures. Please check gatagataya.com for updates.",https://tabelog.com/kanagawa/A1405/A140505/14012400/
ChIJu8cv0HKLGGARLNR73-8xerQ::2,Hasegawa Minoru,長谷川 稔,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,広尾駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Tuesdays, Wednesdays, Thursdays, Fridays, and Saturdays",https://tabelog.com/tokyo/A1307/A130703/13220575/
ChIJ57C4OQCtRjURphRef6lfQgU,JIMGU,JIMGU,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,由布市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Not fixed,https://tabelog.com/oita/A4402/A440201/44013469/
ChIJJ2c3rRHnAGARy4Y2SErhQZI,Kahala,カハラ,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,北新地駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, public holidays, and Thursdays",https://tabelog.com/osaka/A2701/A270101/27000188/
ChIJu8cv0HKLGGARLNR73-8xerQ,Kaoru HIROO,薫 HIROO,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,広尾駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/tokyo/A1307/A130703/13238442/
ChIJY9JQ3VbnAGARFBJIKKUkNBc,LIBRO VERDE,リブロ ヴェルデ,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,北新地駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/osaka/A2701/A270101/27119599/
ChIJ1QhR77ONGGARA-wG7t6uOmQ,La Châtaigne,シャテーニュ,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,神楽坂駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays and Wednesdays,https://tabelog.com/tokyo/A1309/A130905/13234863/
ChIJA22_aq0JAWARDnaisCmDcOQ,MASHIRO,真白,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,烏丸駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/kyoto/A2601/A260202/26039931/
ChIJ1QjAvgqRQTURGnzQG9np05k,Narayamachi Ao,奈良屋町 青,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,呉服町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/fukuoka/A4001/A400106/40051882/
ChIJtXQICpeLGGARrUGvj9QWWno,SUGALABO,SUGALABO,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,神谷町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, Year-end & New Year Holidays, and occasionally for ingredient sourcing",https://tabelog.com/tokyo/A1307/A130704/13182678/
ChIJ9fcZgFWJGGARba-URZY-YKw,Tapas Molecular Bar,タパス モラキュラーバー,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,三越前駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Monday,https://tabelog.com/tokyo/A1302/A130202/13020501/
ChIJQ_J2PwCLGGARjQsIzJnxMnQ,Trace,トレイス,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,港区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Cancellations by phone are not accepted outside of business hours.,https://tabelog.com/tokyo/A1307/A130703/13246316/
ChIJzZHzVRNsQDURkr9gJRKKU6s,pesceco,pesceco,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,島原市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"Sundays, Mondays, and not fixed.",https://tabelog.com/nagasaki/A4203/A420302/42008914/
ChIJ79HV5Q_1GGAR1JhA4O2em6s,quinto,クイント,Creative Cuisine/Innovative,創作料理・イノベーティブ 百名店,池尻大橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed.,https://tabelog.com/tokyo/A1317/A131701/13285235/
ChIJz0IY1tIuC18RgXbjKorisFY,Ajanta Sohonke,アジャンタ 総本家,Curry,EAST,元町（札幌）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays,https://tabelog.com/hokkaido/A0101/A010202/1006509/
ChIJ6ynEDOPmAGARgbczU4CIyqo,BOTANI:CURRY,ボタニカリー,Curry,WEST,本町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed; currently open 1 to 2 days a week. Please check our Twitter and Instagram for updates on business and closure days.,https://tabelog.com/osaka/A2701/A270102/27073555/
ChIJUU0dBfuEGGARpUSIQvcz10I,Curry House MUMBAI Matsudo Ten,Curry House MUMBAI 松戸店,Curry,EAST,松戸駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Until December 31, 2024, we will be open until 15:00. Regular operations will resume from January 2, 2025.",https://tabelog.com/chiba/A1203/A120302/12034462/
ChIJPbPFHy3zGGARAXH868XLnb8,Kinmochi,きんもち,Curry,TOKYO,初台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Saturdays, Sundays & Public Holidays",https://tabelog.com/tokyo/A1318/A131807/13009223/
ChIJ__8L6cbmAGAR5dt4TFg3dsA,Spice Curry Harmonia,スパイスカリー ハルモニア,Curry,WEST,天満駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed. Please check our Twitter for confirmation: @curryharmonia,https://tabelog.com/osaka/A2701/A270103/27103594/
ChIJGT-CVCXkAGARq-JN-LYur-E,Spice Curry Shunka To,スパイスカレー旬香唐,Curry,WEST,西中島南方駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"Sundays (for more details, please refer to our Facebook).",https://tabelog.com/osaka/A2701/A270301/27098909/
ChIJ8QTHlHC-GGAR052APVj42Ls,spice curry mokuromi,スパイスカレー モクロミ,Curry,EAST,せんげん台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Thursdays and Fridays,https://tabelog.com/saitama/A1102/A110203/11045458/
ChIJAQCMKs2MGGAR6HL5klkCPbc,Bon.nu,ボニュ,French,TOKYO,参宮橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/tokyo/A1304/A130401/13184186/
ChIJB1z0hy_SHWARhUCQDv-5_EA,Breston Court Yukawatan,ブレストンコート ユカワタン,French,EAST,軽井沢町,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/nagano/A2003/A200301/20014528/
ChIJo8s-OqOLGGARArFFWR0r_H0,CIRPAS,CIRPAS,French,TOKYO,白金台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed.,https://tabelog.com/tokyo/A1316/A131602/13278638/
ChIJD6EMKutFGmARBW7HH41-y9g,Chisou Nishi Kenichi,馳走西健一,French,EAST,焼津市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/shizuoka/A2203/A220301/22039375/
ChIJz29nSWWLGGARQibtSAIQLP0,Crony,Crony,French,TOKYO,赤羽橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed (primarily on Sundays),https://tabelog.com/tokyo/A1314/A131401/13256097/
ChIJ7blQcLGEImAR_Q5fpz4gzx8,Epice,エピセ,French,EAST,京成千葉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Temporary closures may occur; please contact us for details.,https://tabelog.com/chiba/A1201/A120101/12001097/
ChIJaQaKQY9FGGARWEgH_UL93Z4,Fierte,フィエルテ,French,EAST,鎌倉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays and two irregular days each month,https://tabelog.com/kanagawa/A1404/A140402/14076020/
ChIJPcEydN28HWARK7VAXAYnsPk,Fika,Fika,French,EAST,上田市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"For the latest updates on our business days, please check our Instagram and Facebook.",https://tabelog.com/nagano/A2004/A200401/20016917/
ChIJUc0D8fznAGARO63anG_yGP8,Funachef,フナシェフ,French,WEST,天満駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,,https://tabelog.com/osaka/A2701/A270101/27117389/
ChIJo7JiIKLnAGARozBilPcSKuE,Grand rocher,Grand rocher,French,WEST,肥後橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays (Thursday if a public holiday falls on Wednesday),https://tabelog.com/osaka/A2701/A270102/27097439/
ChIJC3-zcz8QIWARfeqxFVwBx64,HAGI,HAGI,French,EAST,いわき市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/fukushima/A0704/A070401/7008647/
ChIJYTvuB1DnAGAR78LRFkwnwdM,Imparfait,Imparfait,French,WEST,肥後橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/osaka/A2701/A270106/27104681/
ChIJNeDOvSqNGGARalLZVJq62L4,L'ETERRE,L'ETERRE,French,TOKYO,牛込神楽坂駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays and Tuesdays,https://tabelog.com/tokyo/A1309/A130905/13281616/
ChIJ02olwL6MGGARuo9YSm0tcnE,L'Octave -Hayato KOBAYASHI-,L'Octave Hayato KOBAYASHI,French,TOKYO,北参道駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/tokyo/A1309/A130901/13186978/
ChIJJQbuz-HmAGARlT3utlf3bPA,La Cime,La Cime,French,WEST,堺筋本町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/osaka/A2701/A270106/27049485/
ChIJ5SXs0St3A2ARiTMBzFhHimM,Le Temps Perdu,ル・タン・ペルデュ,French,EAST,伏見駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/aichi/A2301/A230102/23043805/
ChIJTQJit3SWQTURlw_zlqll_4o,Maison Lafit,MAISON LAFITE,French,WEST,那珂川市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/fukuoka/A4003/A400301/40023784/
ChIJt4DFNq7nAGARjaAOvkD8lLA,Pluie dete,Pluie dete,French,WEST,北新地駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/osaka/A2701/A270101/27116251/
ChIJ46BM6JyMGGARJxU412-iNik,Prevenance,プレヴナンス,French,TOKYO,外苑前駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays and Tuesdays (Tuesdays and Wednesdays are closed if a public holiday falls on a Monday.),https://tabelog.com/tokyo/A1306/A130603/13162493/
ChIJO3ZT-RHi9F8RwnQlzxaIY3o,RESTAURANT UOZEN,レストラン ウオゼン,French,EAST,三条市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Mondays and Tuesdays,https://tabelog.com/niigata/A1501/A150102/15015200/
ChIJA97CPG8z-F8RdD_-U8T940I,Restaurant Ennu,レストラン エンヌ,French,WEST,金沢市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Every Wednesday and one irregular holiday each month.,https://tabelog.com/ishikawa/A1701/A170101/17009850/
ChIJY46XnvVJGmAR72jkrIDcW0E,Restaurant Kawasaki,レストラン・カワサキ,French,EAST,静岡市葵区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/shizuoka/A2201/A220101/22027901/
ChIJ9fcZgFWJGGARUY_LcB45_JA,SIGNATURE,シグネチャー,French,TOKYO,三越前駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/tokyo/A1302/A130202/13020360/
